text,label
accessory after the fact to provide unsatisfactory object to an inmate - felonyunder suspicion of contraband introduction second degree,Public Institution Violation
caught with unlawful items inside a jail,Public Institution Violation
caught with prohibited items inside a prison,Public Institution Violation
plotting to smuggle illegal items into a penal facility,Public Institution Violation
possessing contraband while in a penal facility,Public Institution Violation
detention center resident smuggled unsatisfactory items,Public Institution Violation
entry into jail with unsatisfactory contraband,Public Institution Violation
smuggling illegal items into a correctional facility,Public Institution Violation
caught with unsatisfactory items inside a detention center,Public Institution Violation
entry into detention center with unsatisfactory contraband,Public Institution Violation
solicitation to smuggle illegal items into a jail,Public Institution Violation
possessing a prohibited objects in a detention center,Public Institution Violation
possessing a prohibited object in a prison but not a weapon,Public Institution Violation
attempted to introduce illegal items into a penal facility,Public Institution Violation
intending to sell illegal items in a correctional facility,Public Institution Violation
accused of carrying of banned items in a correctional facility,Public Institution Violation
solicitation to smuggle banned items into a detention center,Public Institution Violation
smuggling contraband into a detention center,Public Institution Violation
"inmate found with tobacco, electronics or a phone",Public Institution Violation
caught with wrongful items inside a correctional facility,Public Institution Violation
plotting to introduce contraband into a correctional facility,Public Institution Violation
caught with wrongful items inside a jail,Public Institution Violation
carrying contraband in a detention center,Public Institution Violation
correctional facility resident smuggled illegal items,Public Institution Violation
arrested for having of wrongful items in a correctional facility,Public Institution Violation
wrongful use of a communication device in a correctional facility,Public Institution Violation
attempted to bring unsatisfactory items into a jail,Public Institution Violation
entry into detention center with prohibited contraband,Public Institution Violation
intending to deal wrongful items in a correctional facility,Public Institution Violation
charged with damaging or interrupting a communication device,Public Institution Violation
carrying a prohibited objects in a prison,Public Institution Violation
banned distribution of items in a correctional facility which are not drugs,Public Institution Violation
"inmate using tobacco, electronics or a phone",Public Institution Violation
caught with unsatisfactory items inside a penal facility,Public Institution Violation
attempting to introduce contraband into a correctional facility,Public Institution Violation
smuggling wrongful items into a prison,Public Institution Violation
attempted to introduce improper items into a jail,Public Institution Violation
in possession of a prohibited object in a correctional facility but not a weapon,Public Institution Violation
entry into prison with improper contraband,Public Institution Violation
solicitation to convey prohibited items in a prison that are not drugs,Public Institution Violation
aiding and abetting to provide improper object to an inmate - felonycharged with contraband introduction 2nd degree,Public Institution Violation
detention center resident smuggled banned items,Public Institution Violation
"charged with bringing unlawful items into a detention center, misdemeanor",Public Institution Violation
caught with improper items inside a penal facility,Public Institution Violation
charged with tampering with a communication device in a detention center,Public Institution Violation
prohibited use of a communication device in a detention center,Public Institution Violation
smuggling unlawful items into a detention center,Public Institution Violation
unlawful distribution of items in a prison which are not drugs,Public Institution Violation
caught with wrongful items inside a correctional facility,Public Institution Violation
accessory after the fact to convey improper items in a penal facility that are not drugs,Public Institution Violation
attempted to bring wrongful items into a detention center,Public Institution Violation
found with contraband while in a detention center,Public Institution Violation
selling unsatisfactory contraband in a prison but not crack cocaine,Public Institution Violation
selling illegal contraband in a detention center but not marijuana,Public Institution Violation
unlawful distribution of items in a detention center which are not drugs,Public Institution Violation
owning contraband while in a detention center,Public Institution Violation
attempted to bring wrongful items into a correctional facility,Public Institution Violation
prohibited distribution of items in a prison which are not drugs,Public Institution Violation
caught with unsatisfactory items inside a correctional facility,Public Institution Violation
"inmate carrying tobacco, electronics or a phone",Public Institution Violation
accessory after the fact to provide wrongful object to an inmate - felonyindicted for contraband introduction 3rd degree,Public Institution Violation
prohibited distribution of items in a penal facility which are not drugs,Public Institution Violation
intending to deal prohibited items in a penal facility,Public Institution Violation
"accused of bringing unlawful items into a prison, misdemeanor",Public Institution Violation
entry into detention center with unsatisfactory contraband,Public Institution Violation
intending to sell unlawful items in a prison,Public Institution Violation
"charged with bringing improper items into a jail, misdemeanor",Public Institution Violation
detention center resident smuggled banned items,Public Institution Violation
under suspicion of tampering with a communication device in a detention center,Public Institution Violation
possessing a prohibited object in a prison but not a weapon,Public Institution Violation
solicitation to introduce contraband into a correctional facility,Public Institution Violation
in possession of a prohibited objects in a penal facility,Public Institution Violation
"arrested for bringing wrongful items into a prison, misdemeanor",Public Institution Violation
solicitation to provide unlawful object to an inmate - felonyunder suspicion of contraband introduction third degree,Public Institution Violation
carrying contraband while in a prison,Public Institution Violation
unsatisfactory distribution of items in a prison which are not drugs,Public Institution Violation
"inmate possessing tobacco, electronics or a phone",Public Institution Violation
caught with unsatisfactory items inside a correctional facility,Public Institution Violation
caught with unsatisfactory items inside a prison,Public Institution Violation
accused of having of wrongful items in a jail,Public Institution Violation
smuggling contraband into a correctional facility,Public Institution Violation
attempted to bring unsatisfactory items into a jail,Public Institution Violation
attempted to bring wrongful items into a prison,Public Institution Violation
aiding and abetting to smuggle unlawful items into a prison,Public Institution Violation
selling unsatisfactory contraband in a detention center but not drugs,Public Institution Violation
indicted for introducing contraband into a detention center,Public Institution Violation
caught with wrongful items inside a jail,Public Institution Violation
intending to trade banned items in a penal facility,Public Institution Violation
keeping a prohibited phone while residing at a detention center,Public Institution Violation
selling improper contraband in a detention center but not marijuana,Public Institution Violation
arrested for possessing of prohibited items in a prison,Public Institution Violation
intending to deliver unsatisfactory items in a correctional facility,Public Institution Violation
plotting to convey improper items in a jail that are not drugs,Public Institution Violation
intending to traffic wrongful items in a detention center,Public Institution Violation
using contraband in a prison,Public Institution Violation
intending to traffic unsatisfactory items in a penal facility,Public Institution Violation
attempted to introduce illegal items into a jail,Public Institution Violation
intended to convey unlawful items in a correctional facility that are not drugs,Public Institution Violation
under suspicion of damaging or interrupting a communication device,Public Institution Violation
under suspicion of damaging or interrupting a communication device,Public Institution Violation
intending to trade unsatisfactory items in a detention center,Public Institution Violation
penal facility resident smuggled prohibited items,Public Institution Violation
found with contraband while in a prison,Public Institution Violation
entry into detention center with illegal contraband,Public Institution Violation
intending to deliver improper items in a detention center,Public Institution Violation
aiding and abetting to provide unlawful object to an inmate - felonyarrested for contraband introduction fourth degree,Public Institution Violation
intended to convey prohibited items in a prison that are not drugs,Public Institution Violation
intended to smuggle unsatisfactory items into a detention center,Public Institution Violation
intended to convey illegal items in a correctional facility that are not drugs,Public Institution Violation
"inmate possessing tobacco, electronics or a phone",Public Institution Violation
arrested for tampering with a communication device in a penal facility,Public Institution Violation
intending to trade improper items in a penal facility,Public Institution Violation
intended to convey unlawful items in a jail that are not drugs,Public Institution Violation
arrested for tampering with a communication device in a detention center,Public Institution Violation
having contraband while in a correctional facility,Public Institution Violation
owning a prohibited object in a detention center but not a weapon,Public Institution Violation
using contraband in a jail,Public Institution Violation
indicted for tampering with a communication device in a penal facility,Public Institution Violation
having a prohibited object in a detention center but not a weapon,Public Institution Violation
smuggling wrongful items into a jail,Public Institution Violation
having a prohibited object in a detention center but not a weapon,Public Institution Violation
caught with banned items inside a detention center,Public Institution Violation
caught with illegal items inside a correctional facility,Public Institution Violation
jail resident smuggled wrongful items,Public Institution Violation
smuggling illegal items into a prison,Public Institution Violation
smuggling improper items into a correctional facility,Public Institution Violation
intended to smuggle unsatisfactory items into a correctional facility,Public Institution Violation
"inmate having tobacco, electronics or a phone",Public Institution Violation
correctional facility resident smuggled banned items,Public Institution Violation
caught with improper items inside a correctional facility,Public Institution Violation
keeping a illegal phone while residing at a prison,Public Institution Violation
attempted to bring banned items into a correctional facility,Public Institution Violation
arrested for tampering with a communication device in a jail,Public Institution Violation
charged with using of unlawful items in a jail,Public Institution Violation
attempting to provide wrongful object to an inmate - felonycharged with contraband introduction 2nd degree,Public Institution Violation
owning a prohibited objects in a detention center,Public Institution Violation
arrested for introducing contraband into a jail,Public Institution Violation
banned distribution of items in a detention center which are not drugs,Public Institution Violation
accused of found with of banned items in a correctional facility,Public Institution Violation
improper use of a communication device in a correctional facility,Public Institution Violation
caught with unsatisfactory items inside a penal facility,Public Institution Violation
aiding and abetting to introduce contraband into a correctional facility,Public Institution Violation
caught with illegal items inside a penal facility,Public Institution Violation
keeping a unsatisfactory phone while residing at a jail,Public Institution Violation
aiding and abetting to smuggle wrongful items into a correctional facility,Public Institution Violation
possessing a prohibited objects in a detention center,Public Institution Violation
possessing contraband in a detention center,Public Institution Violation
keeping a wrongful phone while residing at a penal facility,Public Institution Violation
in possession of a prohibited objects in a detention center,Public Institution Violation
correctional facility resident smuggled unsatisfactory items,Public Institution Violation
caught with prohibited items inside a jail,Public Institution Violation
under suspicion of having of wrongful items in a jail,Public Institution Violation
smuggling improper items into a correctional facility,Public Institution Violation
attempted to bring unsatisfactory items into a penal facility,Public Institution Violation
caught with wrongful items inside a prison,Public Institution Violation
using a prohibited objects in a detention center,Public Institution Violation
selling unlawful contraband in a detention center but not cocaine,Public Institution Violation
found with a prohibited objects in a prison,Public Institution Violation
solicitation to convey improper items in a detention center that are not drugs,Public Institution Violation
using contraband in a detention center,Public Institution Violation
selling wrongful contraband in a correctional facility but not fentanyl,Public Institution Violation
intended to provide wrongful object to an inmate - felonyunder suspicion of contraband introduction fourth degree,Public Institution Violation
entry into correctional facility with illegal contraband,Public Institution Violation
arrested for introducing contraband into a penal facility,Public Institution Violation
illegal distribution of items in a jail which are not drugs,Public Institution Violation
"inmate using tobacco, electronics or a phone",Public Institution Violation
accused of introducing contraband into a prison,Public Institution Violation
keeping a illegal phone while residing at a penal facility,Public Institution Violation
keeping a unsatisfactory phone while residing at a detention center,Public Institution Violation
keeping a wrongful phone while residing at a detention center,Public Institution Violation
accused of damaging or interrupting a communication device,Public Institution Violation
attempted to bring banned items into a correctional facility,Public Institution Violation
smuggling illegal items into a jail,Public Institution Violation
prison resident smuggled improper items,Public Institution Violation
unlawful distribution of items in a jail which are not drugs,Public Institution Violation
accused of damaging or interrupting a communication device,Public Institution Violation
prohibited use of a communication device in a prison,Public Institution Violation
accused of introducing contraband into a correctional facility,Public Institution Violation
intending to deal illegal items in a prison,Public Institution Violation
accused of tampering with a communication device in a detention center,Public Institution Violation
caught with illegal items inside a jail,Public Institution Violation
"inmate carrying tobacco, electronics or a phone",Public Institution Violation
caught with wrongful items inside a detention center,Public Institution Violation
indicted for in possession of of improper items in a correctional facility,Public Institution Violation
attempted to introduce banned items into a detention center,Public Institution Violation
caught with prohibited items inside a penal facility,Public Institution Violation
selling prohibited contraband in a correctional facility but not marijana,Public Institution Violation
attempted to introduce illegal items into a jail,Public Institution Violation
jail resident smuggled illegal items,Public Institution Violation
possessing a prohibited objects in a penal facility,Public Institution Violation
intending to sell wrongful items in a detention center,Public Institution Violation
under suspicion of found with of improper items in a jail,Public Institution Violation
penal facility resident smuggled unlawful items,Public Institution Violation
intended to provide unsatisfactory object to an inmate - felonycharged with contraband introduction 4th degree,Public Institution Violation
caught with illegal items inside a penal facility,Public Institution Violation
possessing a prohibited objects in a correctional facility,Public Institution Violation
selling improper contraband in a prison but not cannabis,Public Institution Violation
planned to smuggle illegal items into a penal facility,Public Institution Violation
using contraband while in a correctional facility,Public Institution Violation
attempted to bring banned items into a jail,Public Institution Violation
"inmate using tobacco, electronics or a phone",Public Institution Violation
unsatisfactory distribution of items in a correctional facility which are not drugs,Public Institution Violation
indicted for having of banned items in a penal facility,Public Institution Violation
possessing contraband in a jail,Public Institution Violation
detention center resident smuggled wrongful items,Public Institution Violation
keeping a wrongful phone while residing at a correctional facility,Public Institution Violation
carrying a prohibited object in a penal facility but not a weapon,Public Institution Violation
caught with improper items inside a jail,Public Institution Violation
attempted to bring unsatisfactory items into a penal facility,Public Institution Violation
arrested for owning of illegal items in a prison,Public Institution Violation
improper distribution of items in a jail which are not drugs,Public Institution Violation
accessory after the fact to smuggle wrongful items into a prison,Public Institution Violation
having contraband while in a jail,Public Institution Violation
solicitation to smuggle unlawful items into a prison,Public Institution Violation
solicitation to introduce contraband into a jail,Public Institution Violation
unlawful distribution of items in a detention center which are not drugs,Public Institution Violation
"arrested for bringing prohibited items into a jail, misdemeanor",Public Institution Violation
attempting to convey prohibited items in a prison that are not drugs,Public Institution Violation
"inmate found with tobacco, electronics or a phone",Public Institution Violation
accused of tampering with a communication device in a penal facility,Public Institution Violation
charged with damaging or interrupting a communication device,Public Institution Violation
selling unsatisfactory contraband in a detention center but not methamphetamine,Public Institution Violation
unsatisfactory distribution of items in a detention center which are not drugs,Public Institution Violation
arrested for having of prohibited items in a prison,Public Institution Violation
banned distribution of items in a detention center which are not drugs,Public Institution Violation
charged with introducing contraband into a detention center,Public Institution Violation
having a prohibited object in a correctional facility but not a weapon,Public Institution Violation
selling improper contraband in a detention center but not heroin,Public Institution Violation
planned to convey improper items in a penal facility that are not drugs,Public Institution Violation
attempted to bring banned items into a jail,Public Institution Violation
in possession of contraband while in a jail,Public Institution Violation
caught with unsatisfactory items inside a penal facility,Public Institution Violation
charged with tampering with a communication device in a penal facility,Public Institution Violation
intending to deliver unsatisfactory items in a penal facility,Public Institution Violation
prohibited distribution of items in a prison which are not drugs,Public Institution Violation
selling improper contraband in a detention center but not meth,Public Institution Violation
illegal use of a communication device in a jail,Public Institution Violation
intended to convey banned items in a penal facility that are not drugs,Public Institution Violation
attempted to introduce unlawful items into a penal facility,Public Institution Violation
keeping a unlawful phone while residing at a detention center,Public Institution Violation
arrested for tampering with a communication device in a prison,Public Institution Violation
keeping a unsatisfactory phone while residing at a detention center,Public Institution Violation
under suspicion of damaging or interrupting a communication device,Public Institution Violation
selling improper contraband in a penal facility but not drug,Public Institution Violation
under suspicion of damaging or interrupting a communication device,Public Institution Violation
plotting to introduce contraband into a prison,Public Institution Violation
plotting to introduce contraband into a correctional facility,Public Institution Violation
attempting to convey banned items in a correctional facility that are not drugs,Public Institution Violation
possessing contraband while in a correctional facility,Public Institution Violation
carrying a prohibited object in a prison but not a weapon,Public Institution Violation
intended to introduce contraband into a correctional facility,Public Institution Violation
accused of damaging or interrupting a communication device,Public Institution Violation
caught with unlawful items inside a correctional facility,Public Institution Violation
intending to deal banned items in a jail,Public Institution Violation
possessing contraband while in a correctional facility,Public Institution Violation
owning a prohibited objects in a penal facility,Public Institution Violation
in possession of contraband in a jail,Public Institution Violation
keeping a prohibited phone while residing at a penal facility,Public Institution Violation
unsatisfactory use of a communication device in a detention center,Public Institution Violation
found with a prohibited objects in a correctional facility,Public Institution Violation
owning contraband in a prison,Public Institution Violation
smuggling contraband into a jail,Public Institution Violation
penal facility resident smuggled wrongful items,Public Institution Violation
solicitation to provide banned object to an inmate - felonycharged with contraband introduction second degree,Public Institution Violation
selling wrongful contraband in a prison but not cannabis,Public Institution Violation
found with contraband while in a jail,Public Institution Violation
unlawful distribution of items in a prison which are not drugs,Public Institution Violation
smuggling improper items into a jail,Public Institution Violation
intended to convey improper items in a penal facility that are not drugs,Public Institution Violation
possessing contraband while in a penal facility,Public Institution Violation
indicted for tampering with a communication device in a prison,Public Institution Violation
wrongful use of a communication device in a detention center,Public Institution Violation
smuggling prohibited items into a correctional facility,Public Institution Violation
charged with introducing contraband into a correctional facility,Public Institution Violation
owning contraband in a prison,Public Institution Violation
improper distribution of items in a penal facility which are not drugs,Public Institution Violation
charged with damaging or interrupting a communication device,Public Institution Violation
arrested for tampering with a communication device in a prison,Public Institution Violation
carrying a prohibited objects in a detention center,Public Institution Violation
in possession of contraband in a jail,Public Institution Violation
accused of tampering with a communication device in a jail,Public Institution Violation
penal facility resident smuggled unlawful items,Public Institution Violation
wrongful distribution of items in a detention center which are not drugs,Public Institution Violation
selling unlawful contraband in a penal facility but not fentanyl,Public Institution Violation
selling prohibited contraband in a detention center but not controlled substanc,Public Institution Violation
smuggling improper items into a detention center,Public Institution Violation
prison resident smuggled unlawful items,Public Institution Violation
aiding and abetting to convey unlawful items in a penal facility that are not drugs,Public Institution Violation
attempted to introduce improper items into a jail,Public Institution Violation
keeping a unsatisfactory phone while residing at a detention center,Public Institution Violation
attempted to bring illegal items into a jail,Public Institution Violation
arrested for having of illegal items in a jail,Public Institution Violation
improper use of a communication device in a jail,Public Institution Violation
intending to distribute prohibited items in a detention center,Public Institution Violation
under suspicion of introducing contraband into a penal facility,Public Institution Violation
indicted for carrying of unsatisfactory items in a correctional facility,Public Institution Violation
conspiracy to provide improper object to an inmate - felonycharged with contraband introduction 3rd degree,Public Institution Violation
charged with introducing contraband into a detention center,Public Institution Violation
plotting to convey wrongful items in a penal facility that are not drugs,Public Institution Violation
planned to introduce contraband into a penal facility,Public Institution Violation
indicted for banned betting,Illicit Business
aiding and abetting to offer sex acts,Illicit Business
improper solicitation,Illicit Business
attempting to commit racketeering,Illicit Business
involved in an underground gambling ring withou required permits,Illicit Business
under suspicion of loitering and solicitation of sex acts,Illicit Business
charged with unlawful soliciting of ride share services,Illicit Business
arrested for engaging in covert gambling operations,Illicit Business
implicated in prohibited high-roller gambling events at downtown area,Illicit Business
participating in high-stakes betting with no permission,Illicit Business
implicated in banned high-roller gambling events at library,Illicit Business
illegal betting schemes at library,Illicit Business
participating in high-stakes betting lacking permission,Illicit Business
engaged in gambling at the main street,Illicit Business
indicted for loitering and solicitation of sex acts,Illicit Business
accused of loitering and solicitation of sex acts,Illicit Business
unsatisfactory gambling,Illicit Business
planned to commit racketeering,Illicit Business
intended to commit racketeering,Illicit Business
attempting to start an prohibited alcohol distribution business,Illicit Business
involved in an underground gambling ring without required permits,Illicit Business
arrested for unsatisfactory solicitation of rides,Illicit Business
witnessed at a clandestine gambling club in public park,Illicit Business
under suspicion of loitering and solicitation of sex acts,Illicit Business
banned wagering while playing cards at intersection,Illicit Business
engaged in gambling at the main street,Illicit Business
engaged in gambling at the apartment,Illicit Business
aiding and abetting to start an wrongful alcohol distribution business,Illicit Business
engaged in gambling at the apartment,Illicit Business
indicted for loitering and solicitation of sex acts,Illicit Business
engaged in gambling at the main street,Illicit Business
accessory after the fact to offer sex acts,Illicit Business
prostitution,Illicit Business
unsatisfactory selling of services with canceled license,Illicit Business
prohibited wagering while playing cards at public park,Illicit Business
indicted for loitering and solicitation of sex acts,Illicit Business
accused of banned soliciting of ride share services,Illicit Business
suspected of running unlawful gambling activities in main street,Illicit Business
involved in an underground gambling ring without required permits,Illicit Business
charged with banned solicitation of rides,Illicit Business
contracting with an canceled license,Illicit Business
operating a secret gambling network in courthouse,Illicit Business
indicted for unsatisfactory soliciting of ride share services,Illicit Business
accused of prohibited betting,Illicit Business
detained for organizing illicit gambling events at library,Illicit Business
unlawful gambling,Illicit Business
wrongful betting schemes at main street,Illicit Business
arrested for unlawful betting,Illicit Business
participating in high-stakes betting withou permission,Illicit Business
unsatisfactory solicitation,Illicit Business
detained for organizing illicit gambling events at apartment,Illicit Business
gambling,Illicit Business
prohibited gambling,Illicit Business
intended to offer sex acts,Illicit Business
charged with prohibited solicitation of rides,Illicit Business
planned to commit racketeering,Illicit Business
accused of contracting without a license,Illicit Business
conspiracy to commit racketeering,Illicit Business
arrested for contracting without a license,Illicit Business
arrested for contracting without a license,Illicit Business
gambling,Illicit Business
illegal betting schemes at school zone,Illicit Business
arrested for engaging in covert gambling operations,Illicit Business
contracting with an suspended license,Illicit Business
witnessed at a clandestine gambling club in parking lot,Illicit Business
arrested for engaging in covert gambling operations,Illicit Business
charged with unlawful betting,Illicit Business
attempting to offer sex acts,Illicit Business
attempting to commit racketeering,Illicit Business
conspiracy to commit racketeering,Illicit Business
prostitution,Illicit Business
involved in an underground gambling ring lacking required permits,Illicit Business
accused of operating an illegal gambling den,Illicit Business
suspected of running prohibited gambling activities in intersection,Illicit Business
unlawful betting schemes at intersection,Illicit Business
unsatisfactory betting schemes at library,Illicit Business
participating in high-stakes betting withou permission,Illicit Business
contracting with an invalid license,Illicit Business
participating in high-stakes betting absent of permission,Illicit Business
contracting with an revoked license,Illicit Business
prohibited solicitation,Illicit Business
accessory after the fact to offer sex acts,Illicit Business
attempting to commit racketeering,Illicit Business
under suspicion of operating a banned brothelattempting to sell immoral services,Illicit Business
prohibited wagering while playing cards at school zone,Illicit Business
indicted for improper solicitation of rides,Illicit Business
participating in high-stakes betting without permission,Illicit Business
engaged in gambling at the apartment,Illicit Business
intended to commit racketeering,Illicit Business
implicated in wrongful high-roller gambling events at apartment,Illicit Business
suspected of running unsatisfactory gambling activities in school zone,Illicit Business
engaged in gambling at the town hall,Illicit Business
arrested for selling alcohol without a license,Illicit Business
arrested for engaging in covert gambling operations,Illicit Business
banned gambling,Illicit Business
involved in an underground gambling ring not with required permits,Illicit Business
arrested for wrongful solicitation of rides,Illicit Business
accused of operating a prostitution business,Illicit Business
unsatisfactory betting schemes at town hall,Illicit Business
arrested for soliciting prostitution,Illicit Business
accused of operating a prostitution business,Illicit Business
arrested for unlawful betting,Illicit Business
aiding and abetting to start an improper alcohol distribution business,Illicit Business
banned solicitation,Illicit Business
prostitution,Illicit Business
charged with illegal gambling near a school zone,Illicit Business
charged with soliciting prostitution,Illicit Business
implicated in wrongful high-roller gambling events at apartment,Illicit Business
participating in high-stakes betting with no permission,Illicit Business
engaged in gambling at the intersection,Illicit Business
illegal betting schemes at school zone,Illicit Business
solicitation to start an prohibited alcohol distribution business,Illicit Business
indicted for contracting without a license,Illicit Business
accused of unsatisfactory betting,Illicit Business
charged with illegal solicitation of rides,Illicit Business
improper wagering while playing cards at library,Illicit Business
arrested for illegal gambling near a main street,Illicit Business
under suspicion of operating an unlawful gambling den,Illicit Business
arrested for loitering and solicitation of sex acts,Illicit Business
arrested for engaging in covert gambling operations,Illicit Business
involved in an underground gambling ring without required permits,Illicit Business
gambling,Illicit Business
arrested for operating an unlawful gambling den,Illicit Business
under suspicion of unlawful solicitation of rides,Illicit Business
arrested for illegal soliciting of ride share services,Illicit Business
charged with operating a prohibited brothelconspiracy to sell immoral services,Illicit Business
arrested for operating a wrongful brothelintended to sell immoral services,Illicit Business
accused of unsatisfactory solicitation of rides,Illicit Business
contracting with an fake license,Illicit Business
attempting to commit racketeering,Illicit Business
accused of illegal gambling near a parking lot,Illicit Business
illegal gambling,Illicit Business
illegal gambling,Illicit Business
prohibited betting schemes at downtown area,Illicit Business
detained for organizing illicit gambling events at apartment,Illicit Business
banned gambling,Illicit Business
accused of loitering and solicitation of sex acts,Illicit Business
improper pimping,Illicit Business
unlawful solicitation,Illicit Business
prostitution,Illicit Business
contracting with an suspended license,Illicit Business
charged with unlawful solicitation of rides,Illicit Business
participating in high-stakes betting without permission,Illicit Business
under suspicion of loitering and solicitation of sex acts,Illicit Business
witnessed at a clandestine gambling club in apartment,Illicit Business
suspected of running improper gambling activities in main street,Illicit Business
banned wagering while playing cards at school zone,Illicit Business
involved in an underground gambling ring without required permits,Illicit Business
arrested for operating a unsatisfactory brothelintended to sell immoral services,Illicit Business
engaged in gambling at the library,Illicit Business
arrested for prohibited soliciting of ride share services,Illicit Business
arrested for engaging in covert gambling operations,Illicit Business
indicted for operating an prohibited gambling den,Illicit Business
prohibited gambling,Illicit Business
involved in an underground gambling ring with no required permits,Illicit Business
gambling,Illicit Business
under suspicion of operating a prostitution business,Illicit Business
operating a secret gambling network in library,Illicit Business
detained for organizing illicit gambling events at school zone,Illicit Business
aiding and abetting to offer sex acts,Illicit Business
accused of illegal gambling near a shopping street,Illicit Business
conspiracy to offer sex acts,Illicit Business
involved in an underground gambling ring absent of required permits,Illicit Business
suspected of running banned gambling activities in town hall,Illicit Business
unsatisfactory betting schemes at parking lot,Illicit Business
charged with soliciting prostitution,Illicit Business
operating a secret gambling network in busy area,Illicit Business
prostitution,Illicit Business
arrested for illegal solicitation of rides,Illicit Business
wrongful pimping,Illicit Business
operating a secret gambling network in apartment,Illicit Business
improper betting schemes at school zone,Illicit Business
under suspicion of selling alcohol without a license,Illicit Business
under suspicion of operating a improper brothelintended to sell immoral services,Illicit Business
arrested for soliciting prostitution,Illicit Business
prostitution,Illicit Business
wrongful solicitation,Illicit Business
involved in an underground gambling ring without required permits,Illicit Business
plotting to commit racketeering,Illicit Business
under suspicion of selling alcohol without a license,Illicit Business
accessory after the fact to start an prohibited alcohol distribution business,Illicit Business
contracting with an expired license,Illicit Business
under suspicion of loitering and solicitation of sex acts,Illicit Business
accessory after the fact to offer sex acts,Illicit Business
banned pimping,Illicit Business
indicted for illegal gambling near a parking lot,Illicit Business
implicated in prohibited high-roller gambling events at downtown area,Illicit Business
arrested for engaging in covert gambling operations,Illicit Business
improper solicitation,Illicit Business
plotting to offer sex acts,Illicit Business
charged with selling alcohol without a license,Illicit Business
illegal pimping,Illicit Business
implicated in improper high-roller gambling events at town hall,Illicit Business
suspected of running illegal gambling activities in busy area,Illicit Business
arrested for soliciting prostitution,Illicit Business
wrongful betting schemes at parking lot,Illicit Business
under suspicion of operating a banned brothelattempting to sell immoral services,Illicit Business
participating in high-stakes betting absent of permission,Illicit Business
accused of operating an illegal gambling den,Illicit Business
prostitution,Illicit Business
involved in an underground gambling ring lacking required permits,Illicit Business
operating a secret gambling network in main street,Illicit Business
witnessed at a clandestine gambling club in busy area,Illicit Business
accused of selling alcohol without a license,Illicit Business
accused of selling alcohol without a license,Illicit Business
operating a secret gambling network in downtown area,Illicit Business
accused of wrongful betting,Illicit Business
suspected of running unlawful gambling activities in public park,Illicit Business
improper selling of services with suspended license,Illicit Business
prostitution,Illicit Business
accused of operating a improper brothelplotting to sell immoral services,Illicit Business
operating a secret gambling network in parking lot,Illicit Business
implicated in unsatisfactory high-roller gambling events at main street,Illicit Business
indicted for soliciting prostitution,Illicit Business
unlawful selling of services with invalid license,Illicit Business
detained for organizing illicit gambling events at apartment,Illicit Business
unlawful betting schemes at school zone,Illicit Business
participating in high-stakes betting without permission,Illicit Business
operating a secret gambling network in downtown area,Illicit Business
under suspicion of prohibited solicitation of rides,Illicit Business
accused of operating a prostitution business,Illicit Business
charged with operating a illegal brothelplanned to sell immoral services,Illicit Business
improper selling of services with revoked license,Illicit Business
witnessed at a clandestine gambling club in downtown area,Illicit Business
banned solicitation,Illicit Business
prohibited gambling,Illicit Business
detained for organizing illicit gambling events at downtown area,Illicit Business
participating in high-stakes betting absent of permission,Illicit Business
arrested for engaging in covert gambling operations,Illicit Business
under suspicion of illegal betting,Illicit Business
accused of operating a prostitution business,Illicit Business
accessory after the fact to offer sex acts,Illicit Business
implicated in unsatisfactory high-roller gambling events at shopping street,Illicit Business
charged with illegal gambling near a public park,Illicit Business
charged with soliciting prostitution,Illicit Business
prostitution,Illicit Business
arrested for illegal gambling near a intersection,Illicit Business
illegal selling of services with fake license,Illicit Business
under suspicion of loitering and solicitation of sex acts,Illicit Business
unsatisfactory solicitation,Illicit Business
conspiracy to start an illegal alcohol distribution business,Illicit Business
attempting to start an illegal alcohol distribution business,Illicit Business
detained for organizing illicit gambling events at courthouse,Illicit Business
operating a secret gambling network in school zone,Illicit Business
indicted for operating an banned gambling den,Illicit Business
aiding and abetting to offer sex acts,Illicit Business
unlawful betting schemes at school zone,Illicit Business
indicted for improper betting,Illicit Business
operating a secret gambling network in apartment,Illicit Business
gambling,Illicit Business
illegal selling of services with invalid license,Illicit Business
participating in high-stakes betting without permission,Illicit Business
contracting with an expired license,Illicit Business
implicated in unlawful high-roller gambling events at apartment,Illicit Business
under suspicion of selling alcohol without a license,Illicit Business
accused of operating a banned brothelsolicitation to sell immoral services,Illicit Business
charged with unsatisfactory soliciting of ride share services,Illicit Business
improper pimping,Illicit Business
arrested for soliciting prostitution,Illicit Business
accused of unsatisfactory betting,Illicit Business
witnessed at a clandestine gambling club in downtown area,Illicit Business
prostitution,Illicit Business
accused of loitering and solicitation of sex acts,Illicit Business
unsatisfactory solicitation,Illicit Business
unlawful solicitation,Illicit Business
detained for organizing illicit gambling events at parking lot,Illicit Business
unlawful wagering while playing cards at busy area,Illicit Business
arrested for engaging in covert gambling operations,Illicit Business
indicted for operating a prostitution business,Illicit Business
involved in an underground gambling ring absent of required permits,Illicit Business
attempting to start an banned alcohol distribution business,Illicit Business
arrested for loitering and solicitation of sex acts,Illicit Business
illegal gambling,Illicit Business
gambling,Illicit Business
accused of prohibited soliciting of ride share services,Illicit Business
